Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,North Carolina,84
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,Texas,49
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,Other States,84
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2001,U.S.,69
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Arkansas,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,California,33
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Georgia,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Louisiana,85
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Mississippi,88
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,North Carolina,86
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Texas,51
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,Other States,86
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2002,U.S.,71
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Arkansas,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,California,39
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Georgia,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Louisiana,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Mississippi,92
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,North Carolina,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Texas,53
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,Other States,88
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2003,U.S.,73
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Arkansas,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,California,52
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Georgia,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Louisiana,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Mississippi,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,North Carolina,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Texas,58
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,Other States,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2004,U.S.,76
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Alabama,92
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Arkansas,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,California,53
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Georgia,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Louisiana,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Mississippi,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Missouri,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,North Carolina,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Tennessee,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Texas,63
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,Other States,88
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2005,U.S.,79
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Alabama,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Arkansas,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,California,57
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Georgia,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Louisiana,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Mississippi,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Missouri,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,North Carolina,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Tennessee,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Texas,70
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,Other States,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2006,U.S.,83
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Alabama,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Arkansas,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,California,61
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Georgia,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Louisiana,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Mississippi,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Missouri,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,North Carolina,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Tennessee,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Texas,80
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,Other States,89
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2007,U.S.,87
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Arkansas,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,California,60
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Georgia,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Louisiana,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Mississippi,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Missouri,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,North Carolina,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Tennessee,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Texas,78
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,Other States,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2008,U.S.,86
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Alabama,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Arkansas,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,California,73
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Georgia,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Louisiana,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Mississippi,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Tennessee,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Texas,81
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,Other States,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2009,U.S.,88
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Alabama,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Arkansas,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,California,83
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Georgia,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Louisiana,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Mississippi,89
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,North Carolina,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Tennessee,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Texas,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,Other States,92
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2010,U.S.,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Alabama,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Arkansas,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,California,80
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Georgia,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Louisiana,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Mississippi,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Tennessee,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Texas,86
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,Other States,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2011,U.S.,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,California,80
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Georgia,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Louisiana,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Mississippi,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Tennessee,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Texas,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,Other States,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2012,U.S.,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Arkansas,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,California,77
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Georgia,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Louisiana,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,North Carolina,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Tennessee,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Texas,85
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,Other States,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2013,U.S.,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,California,77
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Georgia,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Missouri,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,North Carolina,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Tennessee,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Texas,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,Other States,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2014,U.S.,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Alabama,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,California,71
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Georgia,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Missouri,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,North Carolina,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Tennessee,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Texas,91
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,Other States,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2015,U.S.,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,California,78
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Georgia,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Louisiana,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Missouri,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Tennessee,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Texas,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,Other States,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2016,U.S.,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Alabama,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,California,72
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Georgia,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Missouri,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Tennessee,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Texas,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,Other States,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2017,U.S.,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Alabama,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,California,81
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Georgia,100
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Missouri,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,North Carolina,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Tennessee,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Texas,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,Other States,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2018,U.S.,94
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Alabama,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,California,89
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Georgia,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Missouri,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,North Carolina,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Tennessee,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Texas,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,Other States,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2019,U.S.,98
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Alabama,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Arkansas,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,California,95
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Georgia,100
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Louisiana,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Mississippi,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Missouri,99
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,North Carolina,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Tennessee,97
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Texas,93
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,Other States,96
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,All GE varieties,2020,U.S.,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Arkansas,43
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Illinois,44
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Indiana,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Iowa,59
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Kansas,66
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Michigan,50
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Minnesota,46
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Mississippi,48
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Missouri,62
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Nebraska,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,North Dakota,22
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Ohio,48
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,South Dakota,68
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Wisconsin,51
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,Other States,54
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2000,U.S.,54
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Arkansas,60
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Illinois,64
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Indiana,78
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Iowa,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Kansas,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Michigan,59
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Minnesota,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Mississippi,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Missouri,69
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Nebraska,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,North Dakota,49
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Ohio,64
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,South Dakota,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Wisconsin,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,Other States,64
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2001,U.S.,68
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Arkansas,68
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Illinois,71
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Indiana,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Iowa,75
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Kansas,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Michigan,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Minnesota,71
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Mississippi,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Missouri,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Nebraska,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,North Dakota,61
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Ohio,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,South Dakota,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Wisconsin,78
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,Other States,70
